! BM_AI_ADD_BEHAVIOR,time<time>,event<string>,asset_name<string>,asset_ID<int>,asset_side<string>,asset_lat<lat>,asset_lon<lon>,asset_alt<double>,target_truth_name<string>,target_truth_ID<int>,target_truth_side<string>,target_lat<lat>,target_lon<lon>,target_alt<double>,range<double>,range_to_zone<double>,local_track_ID<int>
! BM_AI_EGRESS,time<time>,event<string>,asset_name<string>,asset_ID<string>,asset_side<string>,asset_lat<lat>,asset_lon<lon>,asset_alt<double>,egress_method<string>,corridor_name<string>
! BM_AI_TAKE_ACTION,time<time>,event<string>,action_type<string>,asset_name<string>,asset_ID<string>,asset_side<string>,asset_lat<lat>,asset_lon<lon>,asset_alt<double>,target_truth_name<string>,target_truth_ID<string>,target_truth_side<string>,target_lat<lat>,target_lon<lon>,target_alt<double>,action_end_time<time>,range<double>,range_to_zone<double>,local_track_ID<int>
! BM_ALLOCATE,time<time>,event<string>,allocating_platform<string>,allocating_platform_side<string>,target_platform<string>,target_platform_side<string>,zone_types<string>,assessed_threat_track_ID<int>
! BM_ASSIGNMENT_CANCEL,time<time>,event<string>,assigned_platform<string>,target_platform<string>,target_platform_side<string>,assigning_platform<string>,assigning_platform_side<string>,assigned_weapon<string>,canceling_platform<string>,canceling_platform_side<string>,cancel_reason<string>,assignment_time<time>,reference_track_ID<int>,local_track_ID<int>
! BM_ASSIGNMENT_CREATION,time<time>,event<string>,assigned_platform<string>,target_platform<string>,target_platform_side<string>,assigning_platform<string>,assigning_platform_side<string>,assigned_weapon<string>,shot_doctrine<string>,reporting_sensor_type<string>,delegate_or_commanded<string>,target_lat<lat>,target_lon<lon>,target_alt<double>,assignment_time<time>,reference_track_ID<int>,local_track_ID<int>
! BM_ASSIGNMENT_STATUS,time<time>,event<string>,status_type<string>,assigned_platform<string>,target_platform<string>,target_platform_side<string>,assigning_platform<string>,assigning_platform_side<string>,local_track_ID<int>,assignment_time<time>,assigned_weapon<string>,ack_time<time>,systemic_CANTCO?<string>,systemic_scope<string>,assignment_reference_track_ID<int>,shot_doctrine<string>,old_shot_doctrine<string>,old_assigned_weapon<string>,old_assigned_platform<string>
! BM_CANTCO_ASSIGNMENT,time<time>,event<string>,assignment_platform<string>,target_platform<string>,target_platform_side<string>,assigning_platform<string>,assigning_platform_side<string>,assigned_weapon<string>,reporting_platform<string>,reporting_platform_side<string>,reason<string>,assignment_time<time>,reference_track_ID<int>,local_track_ID<int>
! BM_SENSOR_CUE,time<time>,event<string>,sensor_type<string>,sensor_parent_asset<string>,parent_asset_side<string>,target_platform<string>,target_platform_side<string>,current_unit<string>,current_unit_side<string>,sensor_to_assign<string>,master_track_ID<int>,target_truth_ID<int>
! BM_SENSOR_DROP_CUE,time<time>,event<string>,sensor_type<string>,sensor_parent_asset<string>,parent_asset_side<string>,target_platform<string>,target_platform_side<string>,current_unit<string>,current_unit_side<string>,sensor_to_assign<string>,master_track_ID<int>,target_truth_ID<int>
